address,lifetime,most_active_day,activity_days,in_vs_out,num_in,num_out,addresses_in_out,median_delay,mean_delay,max_delay,min_delay,total_sent,total_recv,avg_out,avg_in,max_diff,class
13R3a6sg7H3ui7LwVAdCEkgrpdZqxLY6rz,67009771,"('2011-06-04', 4)",45,8.285714286,58,7,63,17624,42019.57143,177930,0,109.5670575,109.5670575,15.65243678,1.889087198,109.5670575,0
1EQiWzc6LsvuRcREJLzdnc74EBLoMk6XKz,25165422,"('2011-05-18', 3)",41,1.944444444,35,18,67,42596,130389.8182,653513,1868,1243.3,1243.3,69.07222222,35.52285714,1243.3,0
1KPmbsYnZ5Tfap84vUFqnUoXKo2faWwMkg,50127013,"('2011-05-06', 2)",63,13.8,69,5,65,345774,345774,345774,345774,207.37,207.37,41.474,3.005362319,207.37,0
1NsFNk9nq8h5XnzHLdwLL7ysK63F69NJt4,10179334,"('2011-03-01', 5)",33,3.272727273,36,11,67,31497,194041.6,829799,0,128.286,128.286,11.66236364,3.5635,128.286,0
1AiUqMJmEvRFTZMA9itzvHwQu3tsjwFKDv,23265217,"('2010-09-23', 4)",17,1,13,13,67,59205.5,826544.3,6234387,0,3.9,3.9,0.3,0.3,3.9,0
146wkj47LQ1gTcUtTfM6Y3gcu3X87x5yCS,74998068,"('2011-07-15', 2)",30,2.7,27,10,67,179740,188641.4,505458,27517,1885.958291,1885.958291,188.5958291,69.85030707,1885.958291,0
1MVe8JQMJcwmTmfbNjDs4dxU4xnrHsCxAE,57571280,"('2012-08-09', 3)",86,8.5,85,10,67,11333,43277.14286,190325,520,124.1938212,124.1938212,12.41938212,1.461103778,124.1938212,0
14VEF7mFozrYQdeL5L3JdSwswCqpBZYhZz,7477719,"('2011-05-19', 5)",80,1.084745763,128,118,67,1307,4383.136752,66405,163,345.15,345.15,2.925,2.696484375,345.15,0
1C3ZVWCWk5EJHppTcSDFscQADKaKVuBj8z,75042177,"('2011-06-08', 5)",18,1.058823529,18,17,67,14453,28226.07143,111579,2763,40.94976431,40.95976431,2.408809665,2.275542462,40.95976431,0
1F33oJEogL4G7uiBRNtJwNjUPakJjJ2bN1,86687024,"('2011-05-17', 5)",46,1.757575758,58,33,63,17738,74209.12121,1454943,456,47.05798614,47.07229713,1.42599958,0.81159133,47.07229713,0
1CvKcSMYJNXz4c815Tn2o1wxu9DyVxr4xT,4966258,"('2011-04-12', 6)",25,19,57,3,59,274187,274187,518687,29687,38.62,38.62,12.87333333,0.67754386,38.62,0
1HQpCAsADBxYp9dY9kghDEZFbaAoejo2BY,16786061,"('2011-01-22', 50)",5,1.076923077,28,26,67,186,580.857143,2247,0,19,19,0.730769231,0.678571429,19,0
1MX6o5YTvU2hLWVhD24Z1HsPDu6MixKsXt,8924468,"('2011-05-26', 3)",17,1.363636364,15,11,67,29188,33569,97102,6837,12.61,12.62,1.146363636,0.841333333,12.62,0
1NNQaNmrn64WJ1YH4cTcVoYS19ZVGUiZqR,2345656,"('2011-05-12', 7)",24,1.054054054,39,37,67,12770.5,14143.86667,35282,1650,23.1,23.1,0.624324324,0.592307692,23.1,0
1Gk3AS7ej1nigzpz83svpQTD5BJt6VGaid,29250997,"('2011-08-24', 7)",177,2.869230769,373,130,67,8430.5,22316.95238,415087,291,326.55,326.55,2.511923077,0.875469169,326.55,0
1K4Zv4CmCv9ERu9ZAEgg9huUMa6JLyue1s,8115129,"('2011-05-03', 4)",36,1,30,30,67,20835,44692.44444,331010,3041,43.15,43.15,1.438333333,1.438333333,43.15,0
18J6VEaAEtGpeJgRDvgTm5m2vN3imgtxeQ,841396,"('2011-05-24', 7)",10,3.222222222,29,9,57,6862.5,8784.25,25090,0,1.62,1.62,0.18,0.055862069,1.62,0
13VjXZ89cWhqzmti8Z7VJFdyQeqmVsD4gB,140600052,"('2013-04-21', 9)",143,8.090909091,178,22,68,10624,1175840,19662658,0,81.65899964,81.65899964,3.710048775,0.458545354,81.62107306,0
1DXrn4vFM8wsVwCEmRpTYKFaf83hymWXAA,60674567,"('2011-06-20', 4)",86,15,135,9,67,28041,41455.75,109530,211,32.81769878,32.81769878,3.646410976,0.243094065,32.81769878,0
1EiS2J2dBWNZ6W5yE5LpGfbi13qUtrHYvV,55420004,"('2011-08-03', 5)",28,4,28,7,66,953,63460.66667,188723,706,327.23,327.23,46.74714286,11.68678571,327.23,0
1PVgK7vJff3ftdbNukkWQFk2Qx5HzXNeXx,240091883,"('2015-04-06', 2)",62,2,44,22,66,459778,2991797,8297390,218223,276.8104428,347.9945022,12.57320195,7.904420505,347.7945022,0
1E3vtgmQL9jYDa6WpttExELYgbbbjCp2gF,71367184,"('2011-07-26', 4)",178,1.50862069,175,116,67,11351,53471.79646,1605293,0,202.52,202.52,1.745862069,1.157257143,202.52,0
1EeXi9eUHQd8oQAh3RzzVG9Tq32DKaqjRf,76277783,"('2011-05-19', 7)",395,10.32075472,547,53,67,23415,70636.36539,1377520,882,78.16663447,78.16663447,1.47484216,0.142900611,78.16663447,0
18Cb8vR4psgwAdv2AutDhTuKP5SGGTgsNS,2055191,"('2011-05-01', 11)",17,7,28,4,64,146457,146457,146457,146457,33.64,33.64,8.41,1.201428571,33.64,0
1Lfw7urdMDCcR1kvoKmedjR5KCYHaLtVE4,6415828,"('2011-04-13', 6)",31,6.2,62,10,67,26805,25247.25,42327,5052,38.57,38.57,3.857,0.622096774,38.57,0
1N657g5M3RBqi5zs1xoTqFwBh2D5nZWj3w,1000022,"('2011-03-29', 5)",10,9,27,3,37,34041,34041,41757,26325,0.77,2.6,0.256666667,0.096296296,2.6,0
1LFS1jouey9NLgYfvVEPnPE93qvp3gGXrG,7081160,"('2011-05-01', 6)",17,7,28,4,67,203082,201876.3333,390839,11708,12.45,12.45,3.1125,0.444642857,12.45,0
12jeLeogXsbj8gPGSJo2Y6gnECehsgin9o,60228285,"('2011-05-25', 3)",27,4.8,24,5,67,218984,173068,300220,0,20.84,20.84,4.168,0.868333333,20.84,0
1Dv7oTVrbDH8AeW6YLuqs3pLrdRuCz54XL,72004857,"('2011-02-26', 3)",73,4.928571429,69,14,67,72859,3167977.667,18193577,25746,64.1594519,64.1594519,4.582817993,0.929847129,64.1594519,0
1NvRDrwmdhjsthkL3DQLHzrLAJbDyBQ5N6,109715667,"('2011-05-10', 8)",35,5.7,57,10,59,44426,4025765.125,30847500,478,151.7701513,152.3564926,15.17701513,2.672920922,152.3564926,0
18KFowoPrvirnDuSxvztonCC9Vtc5hNdhb,8611928,"('2011-06-04', 3)",31,1.866666667,28,15,67,23658,90490.75,317853,763,187.87,187.87,12.52466667,6.709642857,187.87,0
1tBSE62h1ExGvLkh6xu65RrkoqVWc46Ms,84981690,"('2012-06-27', 5)",20,5.75,23,4,67,6172367,6172367,6172367,6172367,0.60144,0.60976,0.15036,0.026511304,0.60976,0
16bDK8fpnnGjCv5nY9fBvZ3mTfhdv322Hz,38796555,"('2011-06-01', 13)",27,15.54545455,171,11,66,5339.5,6373,14274,0,64.49,66.27,5.862727273,0.38754386,66.27,0
14JAtSeaU9DAQxLzKNYk569k9W87cE8ED5,9337721,"('2011-07-29', 4)",80,4.409090909,97,22,67,42171,36872.17647,79069,3529,24.81238551,24.81238551,1.127835705,0.255797789,24.81238551,0
1Q2hdu1gdm5dYxS5G5BaKsjr9YteVNUFAj,45720319,"('2012-10-07', 9)",103,2.278481013,180,79,67,5471,120155.6032,5110986,0,185.91,185.91,2.353291139,1.032833333,185.91,0
1G4r4KUiS4h748xFwgk5SrSDBrwggtDXae,19621073,"('2011-06-04', 3)",22,1,17,17,67,10613,27639.64286,114443,3359,14.0249,14.0249,0.824994118,0.824994118,14.0249,0
1RHEW2L14R5SW7NcZRwCT9mzYryu27axy,63251999,"('2011-05-24', 15)",110,12.62857143,442,35,67,5255,252975.9688,7029221,0,63.14672269,63.14672269,1.804192077,0.142865888,63.14672269,0
1JosQdwnKpHFjd75kZ2R7fT68i4xAk5igJ,11613972,"('2011-09-28', 2)",63,11.5,69,6,39,19951,38675.8,87554,3427,388.57,388.57,64.76166667,5.631449275,388.57,0
14NPnxuNrYA3VZkNuWPaVJx4fodPpgttWh,16799268,"('2011-04-11', 3)",22,1.307692308,17,13,67,159205,437252.625,1813693,24362,180.68,180.68,13.89846154,10.62823529,180.68,0
1HttRCNekY65Bf72mLMEMy7PKJYzxF4Ffw,79541211,"('2011-05-23', 3)",27,1.833333333,22,12,65,1581431.5,2844765.667,11238008,261561,735.316919,735.316919,61.27640991,33.42349632,735.316919,0
183Et2UmxruaS75XzZxXBVbUVE5YqP9o6a,101415205,"('2013-04-20', 4)",33,2.8,28,10,67,224833,423666.1429,1884802,2875,10.29810032,10.29810032,1.029810032,0.367789297,10.29810032,0
16jEktkycvCGPdaxvktfQrXpkFLgp7yn8i,204191697,"('2011-07-06', 4)",124,3.53125,113,32,67,261923,874541.7273,6720534,0,218.314711,218.314711,6.822334718,1.931988593,218.314711,0
1M1Zyd7JqjvmAPh1VZhicSA4c4Z1BYWP6d,55974476,"('2012-08-15', 6)",51,3.15,63,20,67,61118,988228.7895,16183734,0,104.682501,104.682501,5.234125052,1.661627001,104.682501,0
1B2og5VJA1Ych5yf6ueecNLqvnatnJfU9i,50094644,"('2011-05-17', 3)",29,1.125,18,16,67,212871,541950.4167,2309685,6075,84.52,84.52,5.2825,4.695555556,84.52,0
1JHQCx9f4nU7FiXpaYtBQMUAXKwPycyMbe,14030078,"('2011-07-10', 3)",33,2.333333333,28,12,67,140939,215862.0909,695723,622,31.01,31.01,2.584166667,1.1075,31.01,0
13Mjr1h8hVpBiR9uoXuuM7rgijLanaLfJ5,222908198,"('2013-05-09', 7)",28,21.75,87,4,37,2085,2085,2085,2085,0.10487629,0.10487745,0.026212558,0.001205188,0.10485139,0
1H7JtfMunDskysqMZYaQqeBjWf3F7Nu1Pc,15047594,"('2011-09-06', 2)",43,3.166666667,38,12,67,103670.5,330666,1709493,366,15.61,15.61,1.300833333,0.410789474,15.61,0
16sXKhzPuTCCEX8beqSojy4NQsK2YAokm5,382826,"('2010-10-01', 124)",4,15.09090909,166,11,67,0,543.826772,51597,0,5.86000198,7.90005287,0.532727453,0.04759068,7.90005287,0
15HLy5r5rFcZqFh5DzmUN6YFV2tUBWwx3i,170571688,"('2012-08-22', 1)",26,1.6,16,10,67,1779197.5,1779197.5,2103121,1455274,9.203,11.026,0.9203,0.689125,11.026,0
15jgokmfszYMP5Tzz6wuBWDpLAQmtgb34Z,5150170,"('2011-06-04', 4)",30,1.034482759,30,29,67,13833.5,25150.6,107091,1986,30.27,30.27,1.043793103,1.009,30.27,0
19txjj3CN6V3kLYwWwoucMMkTFiUxJyubg,49482,"('2011-05-22', 32)",2,2.3125,37,16,37,2556.5,2043.25,2664,396,0.32,0.4322221,0.02,0.011681678,0.4322221,0
1AM4VRrqwJGebMaVCY1cR1dDJrsVpsUvTH,91514833,"('2011-05-09', 2)",34,7.75,31,4,65,64569,64569,64569,64569,97.27,98.27,24.3175,3.17,98.27,0
1L8p6naw5jYDaSkH5ysW9X6k6HG82ERLDQ,4010646,"('2011-05-23', 6)",19,1.047619048,22,21,67,6517,13403.46154,49484,2020,11.36804246,11.36804246,0.541335355,0.516729203,11.36804246,0
1K2YDoDNSxyqvdBcVYBdeXUnT59mYmB8cw,210052388,"('2011-06-25', 2)",35,5.285714286,37,7,67,7261214.5,7261214.5,14083937,438492,39.34,39.44,5.62,1.065945946,39.44,0
12i8up5PDXBpdR7Fhoed91je3DHZgDixEX,99644830,"('2011-05-07', 9)",52,10.125,81,8,66,331110,19181061,57003610,208463,5.20424711,5.20424711,0.650530889,0.064249964,5.20424711,0
1LJmkDdE41cRYXjFYvUKarRRwN8ceG1LNk,6646711,"('2011-06-20', 4)",19,1.636363636,18,11,66,13196,42296.88889,281011,4041,22.09,22.09,2.008181818,1.227222222,22.09,0
14RPwsfArYDwPT6wxVsT5dmpFvEdu7pnkx,1518425,"('2010-10-09', 27)",6,3.5,28,8,66,72338.5,72338.5,92632,52045,79,79,9.875,2.821428571,79,0
18Qjyq2tAgyxZoo6q243gX2KwJUFWXuyrt,2806959,"('2011-06-19', 4)",13,1,15,15,67,6723,27171.27273,186559,3398,17.17,17.17,1.144666667,1.144666667,17.17,0
1PgtsVZqa3wb8Yy2R7zYBUDnACATtw9Q5F,22926092,"('2011-05-31', 15)",105,1.008264463,122,121,67,15080,21592.20213,119606,968,164.19,164.19,1.356942149,1.345819672,164.19,0
1A82pyN3EQTsUWdsBTw19dynhTuYuaYR7S,59571404,"('2011-12-14', 3)",85,10.09090909,111,11,66,10857,406433.7778,3152616,801,33.41823522,33.41823522,3.038021384,0.301065182,33.41823522,0
12VisFih6wbzNQy6rGiPLztLwwiv8uZfTA,82098997,"('2011-08-12', 3)",84,5.125,82,16,67,19050,48808.90909,169224,880,450.44,450.44,28.1525,5.493170732,450.44,0
1Dzf3kFQp4Zb1yiQvpDwPeMtHLCLQzd71h,2622760,"('2011-05-17', 4)",25,1.038461538,27,26,67,10068,21164.38889,61499,2607,26.29,26.29,1.011153846,0.973703704,26.29,0
1mqYCV6dvAzcgiY3W2DFLei95uKoxvdk7,120425258,"('2011-07-08', 3)",53,5.2,52,10,65,292464.5,9527298.333,39400523,2735,333.51,333.51,33.351,6.413653846,333.51,0
1KyGTikpjtpaNomsXJcwDtwbYdMWeXfCTq,1075324,"('2011-05-03', 6)",12,4.166666667,25,6,67,11523,26018.8,68890,346,31,31,5.166666667,1.24,31,0
1MdTMtpxjLAQrbEhajhK533yDAyrqFh6Ju,79718881,"('2013-01-30', 50)",123,1.652173913,152,92,68,2467,132486.1628,3912906,0,348.3755416,348.3755416,3.786690669,2.291944353,348.3755416,0
1G46YQe2TKiWrmfh9dusm2C8c6RTFrTE98,60419115,"('2011-06-11', 3)",48,1.6,40,25,67,49435.5,187485.7273,1878415,2789,80.39,80.39,3.2156,2.00975,80.39,0
1N51o1Y3hyAzvCHQ6zDxaJv24iyQJ9Hios,66662618,"('2012-01-15', 2)",96,11.25,90,8,65,174599.5,1268381.5,6642602,58064,90.13779814,90.13779814,11.26722477,1.00153109,90.13779814,0
1BcAxYzJiQPUJt9gJs1QLB72Ts48syFAEL,35153637,"('2011-12-26', 2)",86,1.694444444,61,36,67,100547,134910.25,469831,0,63.46839587,63.46839587,1.763010996,1.040465506,63.46839587,0
1HXEjGVy3oN5VUo3G5QjUUUFaH8GDrD6mn,4755295,"('2011-01-11', 3)",32,1.933333333,29,15,66,20965,38855.84615,105222,3351,3,3,0.2,0.103448276,3,0
1CczMyF9Qx1jU8vQEVGvMiQ63kDMPKcKWa,59679434,"('2011-06-13', 3)",34,3.333333333,30,9,67,135255.5,129530.8333,241023,12405,169.0410228,169.0410228,18.78233587,5.63470076,169.0410228,0
1PQTKnyxxoMeQ5v1YmZiBafoy6LxQC1pB4,61484013,"('2011-09-11', 2)",28,2.6,26,10,67,19709,115440.4286,695846,4115,3.11401374,3.11406334,0.311401374,0.119771667,3.11406334,0
194PmgKieqrqBRsU1pSbyTwai4x8MbEWH2,62416290,"('2011-06-09', 2)",23,2.25,18,8,61,421599,834322,3066224,20256,1368.546772,1368.546772,171.0683464,76.0303762,1368.546772,0
1CEvnowVdeois5aTvJpG8xVXXXF1A6ZD3,52616642,"('2011-04-13', 9)",45,1.381818182,76,55,0,76764,316422.6667,3986133,0,18.87,18.8705,0.343090909,0.248296053,18.8705,1
17ffNzTphkX4Hy2Jf8cG7rTDcp12WgPWtf,180232652,"('2013-12-22', 5)",75,4.6,69,15,67,236984,395279,1307658,4187,16.24439099,16.24439099,1.082959399,0.235425956,16.24439099,0
126VZtqifE91nrBsXRkjZRMkTTvSTEMHPC,17185385,"('2011-04-27', 4)",39,1.142857143,24,21,67,132405.5,264861.75,1138866,0,49.5632506,49.5632506,2.36015479,2.065135442,49.5632506,0
18NSLe6KRj6Ng7R5dLD8kPY4VtfK7mqKRw,228756053,"('2011-05-14', 20)",48,16,240,15,66,8750.5,33545.1,223169,0,67.96,77.1,4.530666667,0.32125,77.1,0
15ECB9f1pKiPYh5ujDFbmpHgZKJ1JXp6UJ,27735483,"('2011-08-19', 5)",20,2.2,22,10,67,30318,60680.33333,212286,8617,3.57877979,3.57877979,0.357877979,0.162671809,3.57877979,0
1LjH2FMwym4NE5GFeBxyNpK9sTXkKewj1z,81143642,"('2012-03-18', 14)",385,14.33333333,430,30,67,45303.5,270676.4,2357752,0,107.799,107.799,3.5933,0.250695349,107.799,0
19q2yeApS16FqJ45v6s24NUzqecucTnh3M,6970783,"('2011-06-23', 9)",24,3.25,26,8,65,70573,165505.1667,549546,3456,17.25,17.25,2.15625,0.663461538,17.25,0
19mUsnGvgTGR8agQYdjfViG6reJJrfo2Jk,1843348,"('2011-05-19', 10)",8,1,13,13,67,14999,14999,21971,8027,0.25,0.25,0.019230769,0.019230769,0.25,0
17LRZvfyj8gaQt9Kjigkbi23BxFLWgraNF,4256304,"('2011-06-06', 3)",21,2.375,19,8,67,89658.5,89631.33333,210413,2735,19.73,19.73,2.46625,1.038421053,19.73,0
1GanyPTk33dGxRMQ1rwuWpmLTKU8QJEYQ8,12200290,"('2011-07-10', 3)",17,2.111111111,19,9,65,22392.5,77757.5,241925,2991,77.15361174,77.15361174,8.572623527,4.060716407,77.15361174,0
1N4pjuGeF7EM4tsoQB2p2Xhu2obT2EAyKF,57745952,"('2011-06-24', 10)",132,3.638297872,171,47,67,14466,47610.05128,1042376,0,171.95,172.61,3.658510638,1.009415205,172.61,0
12dtzQ3nT27nzacSbaaaerjVXSgvMhy2e5,7241249,"('2011-02-23', 9)",80,1.426470588,97,68,67,22825,25632.03571,90869,0,945.07,945.07,13.89808824,9.742989691,945.07,0
1NFEkB8NYkLSTpS6mgwdT4AZLFt6oVqiuM,7115360,"('2011-06-08', 7)",48,1.033898305,61,59,67,13778,28187.91489,152779,0,14.36,14.36,0.243389831,0.235409836,14.36,0
1MuSHYb6eB5hF6duRwJE4hs7KQuGN7xjWq,13634601,"('2011-02-22', 4)",93,12.44444444,112,9,67,51106.5,45000.33333,78204,5895,118.67,118.67,13.18555556,1.059553571,118.67,0
1Jn1sEPFhu7ZA4DywybwBHRBh2yaUaMzkZ,3020286,"('2010-11-05', 3)",27,3.363636364,37,11,36,34915.5,50848,198616,2561,2400.1,2400.1,218.1909091,64.86756757,2400.1,0
1FHvMcNkbX2saRgHrMVevnAidyG73bQTMT,4484214,"('2011-06-17', 5)",31,4.111111111,37,9,66,39575,61775.16667,186317,4457,21.92,21.92,2.435555556,0.592432432,21.92,0
1PXRqMvWUkjpqduXeKBQ59g3r9KHocJ8WA,7738217,"('2011-03-26', 5)",17,1.818181818,20,11,66,64130,114487,445691,4675,229.2,229.2,20.83636364,11.46,229.2,0
1DRb2JCDCwsJXS381adWwS3RUi2jZzb29N,81455810,"('2011-05-11', 2)",29,6.5,26,4,59,16850.5,16850.5,30294,3407,79.97,158.1652351,19.9925,6.083278272,158.1652351,0
13SymbnEiDHaTgeZp1PRiu5JM8M8adh2mB,20558434,"('2011-07-11', 8)",25,1.153846154,30,26,67,33175.5,68066.125,648275,1231,25.7,25.7,0.988461538,0.856666667,25.7,0
1KMCwvYd1GV7igStpUBc6P4eUfcvZDkmQg,2220689,"('2011-02-22', 3)",23,11.33333333,34,3,57,41286.5,41286.5,42720,39853,1137.86,1137.86,379.2866667,33.46647059,1137.86,0
1CPbT9pAPEdE4GG4Hi69Wm6fcdjTKend7m,5641394,"('2011-06-09', 2)",22,3,24,8,67,139294,112894,176010,23378,21.41,21.41,2.67625,0.892083333,21.41,0
1NvrUA98B2hYvmamiijcnneKQbLxTWbZAz,1217920,"('2011-06-01', 16)",15,3.206896552,93,29,65,6476,6053.75,14380,0,301.39,301.39,10.39275862,3.240752688,301.39,0
18jmhzHGChf7LvDSfBJdYU3KtBYnhcZ47V,3899911,"('2011-06-19', 4)",30,14,56,4,67,18054,64162.33333,157413,17020,15.2,15.92,3.8,0.284285714,15.92,0
19BG1HJFeGKWyhbGAYL5uqg7RDj4HJ7MGn,9398675,"('2011-08-10', 4)",91,16.57142857,116,7,67,74130,94419.4,269972,16127,16.44766279,16.44766279,2.349666113,0.141790196,16.44766279,0
16UGjVLx9jcqLABn9Bi33LQJT4MHf9Aji7,2973531,"('2011-05-22', 3)",14,2.375,19,8,66,8263,33618.85714,168890,311,17.08,17.08,2.135,0.898947368,17.08,0
173WrpsnWptQQS5fFWvhvemKJ48XGRCKnG,6808785,"('2011-06-05', 3)",22,2.375,19,8,53,48492,50669.28571,86500,5089,69.28,69.28,8.66,3.646315789,69.28,0
1Nq17F6JJQpLVUtciKD7rios8jtL3bmcpU,64980992,"('2011-06-27', 2)",21,1,13,13,67,48532,461063.1667,4515485,864,7.99,7.99,0.614615385,0.614615385,7.99,0
1NzrV8ZYC5QsA2GwCr2shRWVtuzRL3DniQ,48791887,"('2012-12-11', 2)",40,8,40,5,62,120229,1254042.333,3523755,118143,133.3905521,133.5105521,26.67811043,3.337763804,133.5105521,0
1E7omVoKbNPmDfFxPfZkAotQ65dFRsNX9y,65455039,"('2011-02-12', 9)",103,1.627118644,192,118,67,24578,36739.25758,160003,0,21350.23,21350.23,180.9341525,111.1991146,21350.23,0
16BypB6VEYAQy6YtRtT1s3jeSyqkzRGqew,180870,"('2011-04-30', 37)",3,1.25,40,32,67,0,1493.703704,34018,0,32.18,32.18,1.005625,0.8045,32.18,0
1BxSDyLqGv9wQmabf2xeLTfV8Cct7Cz43J,9361606,"('2011-06-08', 5)",36,2.222222222,40,18,67,7314,55918.94444,328496,171,38.78865441,49.75406724,2.154925245,1.243851681,49.75406724,0
13vXpAuPBKAva32ynmVufihNbsWB7yktxw,2012360,"('2011-05-21', 4)",14,1,14,14,67,53231,37714.4,72815,2047,8.31,8.31,0.593571429,0.593571429,8.31,0
14n9dA9zDVTybajuM8TZ1MYSyb884hMaL6,79664574,"('2011-06-01', 7)",22,18,54,3,57,24066,24066,24066,24066,1.68931704,1.68931704,0.56310568,0.031283649,1.68931704,0
1Hm9EV631AyZt3gXvSPXPfEhrXVDC4G4PL,5323825,"('2011-06-11', 3)",25,3.857142857,27,7,67,22941,34314.83333,92400,1127,5.82,5.89225106,0.831428571,0.218231521,5.89225106,0
13QmfgwvsCnY2SfGBPon779LaGmUpDpV24,28862890,"('2011-07-17', 7)",85,1.344262295,82,61,67,8651,33690.67925,365281,0,241.7997577,241.7997577,3.963930454,2.948777533,241.7997577,0
1PnE2DSFh8KUkZnE7M92SbgHadfyQ77aBT,217066542,"('2011-05-05', 6)",59,1.408163265,69,49,59,9962,47372.31818,1190582,267,120.48,126.6792375,2.45877551,1.835930979,126.6792375,0
1KYchmwDTqaaauwTnMY5hrCKazKLaTBTyN,2113296,"('2011-06-03', 8)",15,1,21,21,67,5702,11541.27273,50641,793,55.65,55.65,2.65,2.65,55.65,0
1KYVPPGJ7meMoqHuqiQELRdzeom1Dxtwo9,58832859,"('2012-06-19', 4)",478,48.45454545,533,11,67,87829,76520.11111,128365,25976,844.3022351,844.3022351,76.75474865,1.584056726,844.3022351,0
17EsSDGW9MwbMrF31nPMius1bPPTVVxhUV,116131833,"('2012-02-26', 3)",86,2.72,68,25,68,348351,5709609.571,36720745,0,3.07664346,3.07664346,0.123065738,0.045244757,3.07664346,0
1FgREbLKDg8pYz8arm5EHneeCMLGC28uQN,110511614,"('2012-12-29', 2)",43,2.384615385,31,13,67,3640361,3640361,3640361,3640361,30.91647456,30.91647456,2.378190351,0.997305631,30.91647456,0
1Kbmo5mxE6cQ8tbKz3wBFuuwyXHVWERPWb,1441288,"('2011-05-14', 2)",17,4.2,21,5,38,3966.5,6213.5,14556,2365,20.16,20.16,4.032,0.96,20.16,0
1Nx28RmRdDpQ8ePtLj2yZraEXqinALYkCZ,5036333,"('2011-06-13', 9)",12,2.1,21,10,66,13041,52834.7,198471,0,0.25,0.25,0.025,0.011904762,0.25,0
1D6D5cMPmtdjRkTXqw5LvubuzQyYBayVs5,9423028,"('2011-05-18', 14)",67,2.074074074,168,81,57,2444,5290.177215,53251,130,103.3106931,103.3106931,1.275440655,0.614944602,103.3106931,0
1CdCNKQwtQzxwJJbtYSRqyPdxQrykErcmD,11357375,"('2011-07-01', 2)",40,1.4,28,20,67,121493,206997.8667,933604,13953,637.5,637.5,31.875,22.76785714,637.5,0
17WZzH6TGKZGSZKbjJDKUvPt1uec6sz74x,9974184,"('2011-03-26', 8)",30,4,48,12,67,165640.5,215548.1667,535325,9000,22.67606456,22.67606456,1.889672047,0.472418012,22.67606456,0
16NppgM8D4cJrkX8sqpH2v8fqkWzbBZYwm,13447241,"('2010-12-18', 4)",61,5.3125,85,16,14,61177,71578.45455,232753,10861,4400.05,4400.05,275.003125,51.76529412,4400.05,0
1F4nsRKqdnAY9291sk6uDZp4t5L5ZoGShi,3305826,"('2011-05-09', 9)",13,4.125,33,8,54,80280,69250.28571,166157,5941,7.74684867,7.74684867,0.968356084,0.23475299,7.74684867,0
1Js8XS5tQLk4nVCwzfJH1zF9hGU1SGyFMT,9028201,"('2010-12-27', 4)",21,1.307692308,17,13,67,67417,120506,254169,39932,1135.44,1135.44,87.34153846,66.79058824,1135.44,0
1Kj5afdvsztjGgkkAsi5zp6XTKgwy4snam,3438809,"('2011-05-27', 4)",19,1,19,19,59,13015,22048.88235,102072,2859,3.21,3.21,0.168947368,0.168947368,3.21,0
15FRfFchcugbeeNRpDVphmUagvDkX8Bfop,1883072,"('2011-05-18', 5)",16,1,15,15,67,17504,51432.5,378084,2060,15.44,15.44,1.029333333,1.029333333,15.44,0
1BcK3xjci73d5zWHzyXqk1KR2Qmevr63n5,2531984,"('2011-06-08', 5)",17,1.0625,17,16,67,6602,18339.53846,92355,1849,0.55,0.55,0.034375,0.032352941,0.55,0
1A9hBTt9kBTWzucSYn4KJ3CisMPFQZSTPD,199037762,"('2011-03-26', 4)",21,8.666666667,26,3,51,48857252,48857252,48857252,48857252,0.23377013,0.42322103,0.077923377,0.016277732,0.42322103,0
1A7HDKCT3sk7ZVURCCgR1EgtwYzjGLqU3w,3770121,"('2011-06-14', 3)",37,16,48,3,53,72312,72312,94347,50277,120.13,120.13,40.04333333,2.502708333,120.13,0
1Pv5zQ8YpUXybCtBn13xa4DYEhoWHiSeYE,1811632,"('2011-06-09', 9)",15,1,28,28,67,7929,16325.85714,67307,369,1.59,1.59,0.056785714,0.056785714,1.59,0
1N6398YvJr7iwzCQZDUCXF1uWnwnw6d3NM,9146364,"('2011-06-28', 3)",48,13.2,66,5,66,17552,77307.6,323840,1892,55.9,56.5,11.18,0.856060606,56.5,0
1758jsMnqDc1uEwHY1wmWhXhbErWpeU822,4362276,"('2011-02-06', 4)",38,11.2,56,5,64,6257,51570.5,191990,1778,60.49,60.49,12.098,1.080178571,60.49,0
16LcJG5Jtoppkzeu4RNuYv3Y1eAYkECXXP,4143455,"('2011-03-29', 4)",16,1,17,17,67,20229,31073.54546,138843,5840,256.04,256.04,15.06117647,15.06117647,256.04,0
124uwrixxCYeChuwwwcwj1BJD5yaZFyt4p,7448995,"('2011-08-22', 4)",35,19.66666667,59,3,56,13941,194905,569489,1285,5.75344498,6.90864901,1.917814993,0.117095746,6.90864901,0
13cGR92Yx1pwod5EFLdKMiD8iVVEuzNV2E,24869662,"('2011-04-01', 8)",60,6.230769231,81,13,67,72464,170429.2857,631415,2543,13.70708841,13.70708841,1.054391416,0.169223314,13.70708841,0
18pm2txg4yNbagwC8pD6XwDRoMDPwJ22S4,1424102,"('2011-06-10', 4)",17,4.857142857,34,7,66,16892,14782.33333,23287,3519,36.37,36.37,5.195714286,1.069705882,36.37,0
