address,lifetime,most_active_day,activity_days,in_vs_out,num_in,num_out,addresses_in_out,median_delay,mean_delay,max_delay,min_delay,total_sent,total_recv,avg_out,avg_in,max_diff,class
1YBd96LtTxdD6SX54VYsPrUo7DiLyHbbv,5154308,"('2011-04-26', 9)",9,10.66666667,32,3,63,31048.5,31048.5,47487,14610,0.91,0.91,0.303333333,0.0284375,0.91,0
1eU56f3ZAjhJGcRVtqcVfVYMLyP7BXsgP,47675429,"('2011-06-22', 4)",20,2.363636364,26,11,67,2337,116582.2857,463501,1131,18.68,18.68,1.698181818,0.718461538,18.68,0
16jk65wQGY46TUK4zdQN5BcsUPzjAxoV1r,19459864,"('2011-06-09', 6)",57,1,64,64,67,14651.5,19809.08929,96636,898,71.94,71.94,1.1240625,1.1240625,71.94,0
1HwC9CNY2WqijcS1wqUmffh9feUdst5P1X,5444173,"('2011-05-12', 5)",43,3.333333333,50,15,66,32275,41968.16667,97624,1568,41.63008259,41.63008259,2.775338839,0.832601652,41.63008259,0
1HFiYiTvXUY9CmkU5U5kVUZ8aPTV2khhMq,5187782,"('2011-05-29', 7)",13,4.833333333,29,6,67,212762,212762,397317,28207,2.63060787,2.63060787,0.438434645,0.090710616,2.63060787,0
14jtSZM2Hyrkvj1YDFG5dmmmartFxS2qDq,4948504,"('2011-06-05', 3)",38,1.52173913,35,23,67,17619.5,24306.86364,123039,302,115.26,115.26,5.011304348,3.293142857,115.26,0
1DJq4SAcbEvAEPuQEVSkaMgHqwR89nVWaj,5755591,"('2011-07-09', 3)",30,2.5,30,12,54,31540,50794.18182,200892,513,28.31,29.48,2.359166667,0.982666667,29.48,0
12uayPKkQ8ZifPP7vHGvojNTGJ3Me2redk,10875234,"('2011-05-23', 3)",57,2.565217391,59,23,67,7448,27763.90476,220857,1011,36.1419263,36.1419263,1.5713881,0.612575022,36.1419263,0
18jbcRQDU9QtS4xcqYbcUrRgzuPReHjA2f,109603707,"('2011-06-08', 5)",15,1.153846154,15,13,67,26561.5,36820.6,112268,2631,3.13,3.13001,0.240769231,0.208667333,3.13001,0
1MW1gV156VDxhBKKiXRukuEH2dj4ACm3Rk,62005444,"('2011-06-09', 6)",120,13.90909091,153,11,67,407017,5315667.5,20440414,8222,184.2706288,184.2706288,16.75187534,1.204383195,184.2706288,0
15FrMqEv2xqTxFtK7dYh461BRsGtYtTJKe,58242885,"('2013-01-19', 13)",11,1.545454545,17,11,67,1010,5546385.333,49812940,0,8.50408803,8.50408804,0.773098912,0.500240473,8.50408804,0
129ZQG33GmqYRVSCw2hw7zmDUCvvMsuGbC,10866512,"('2011-04-26', 13)",33,1.46875,47,32,67,3047,66030.09524,1257494,1402,89.94997659,89.94997659,2.810936768,1.913829289,89.94997659,0
1DkkgX4GxyqwwDGxQWXykgN2xH2V8fPPWi,68139806,"('2011-07-23', 2)",25,1.384615385,18,13,67,15659,96181.25,723330,2408,13.27,13.27,1.020769231,0.737222222,13.27,0
1GScNju5W7LEZ8hRkdtgnddJChZU4AiLHe,145480830,"('2011-04-09', 2)",49,3.153846154,41,13,67,95515,105116.8571,368733,497,409.45,429.8801,31.49615385,10.48488049,429.8801,0
1JqmDdzc6vcCUknPV4SXX3F9GnA99w6k9s,9571536,"('2011-06-02', 4)",21,1.333333333,16,12,67,218574.5,412915.3333,1088962,2736,3.71,3.71,0.309166667,0.231875,3.71,0
1BWRB7CaHZQiQLg12KJ6zizCFUfPRXk73Q,45545820,"('2011-05-30', 11)",65,8.090909091,89,11,66,179357,179357,345346,13368,490.45,490.45,44.58636364,5.510674157,490.45,0
1C2eKwD5JtZBrQfc4Jg7BctBc1UPMQ9aYL,576717,"('2011-05-26', 7)",7,5.5,22,4,61,11795,18218.33333,37308,5552,13.88,13.88,3.47,0.630909091,13.88,0
19QCUSu2YYddMEczym9hx4t9RUzjhbsur3,146689886,"('2011-03-18', 12)",143,2.174603175,274,126,67,9690,61815.00885,1423720,0,1082.863086,1082.863086,8.594151475,3.952055058,1082.863086,0
1DWt9vjknEX6aKqE1JpYQjHksFuBHZ3XQs,5612401,"('2011-05-30', 4)",29,1.192307692,31,26,67,8392,13703.16,71598,0,127.11,127.11,4.888846154,4.100322581,127.11,0
1HBdb6oZoiE12PixjLFoA9bbzPt9z5x6Av,19835818,"('2011-07-25', 3)",58,13.4,67,5,51,279756.5,345526.75,784827,37767,482.76,482.76,96.552,7.205373134,482.76,0
1FJEkk3ViQM1LRX8qfeKRXAa6J4EU6vR8o,50632714,"('2011-05-20', 6)",59,5.727272727,63,11,66,11331,135095.4,1068738,0,10.04,10.04,0.912727273,0.159365079,10.04,0
1CijeRwPF6chrev6sVAk7m4AtT5Mh7tq2u,44808164,"('2011-12-10', 4)",394,4.462264151,473,106,67,34020.5,56816.96226,622238,0,899.2786406,899.2786406,8.48376076,1.901223342,899.2786406,0
1HxWsmK9gpkh5igaU6BAonFemAP6QsaqFZ,2723621,"('2011-05-26', 4)",22,2.8,28,10,66,14360,22955,116134,0,8.11,8.11,0.811,0.289642857,8.11,0
18kYt7ghMdMgVnJkvaeaDDXMyU5bcT26Ag,88423788,"('2011-01-02', 2)",36,8.5,34,4,67,13412949,13412949,13412949,13412949,46.41764553,46.41764553,11.60441138,1.365224869,46.41764553,0
1HpurLdrAUGQNnbeJE12K25R3B5j4L6xra,108854526,"('2011-07-06', 2)",35,37,37,1,37,81319,81319,81319,81319,700000,0.48098,0.07,0.012999459,0.48098,0
16uHQwNUvkDBzNwgYb4fPkjMMxWddAULCE,23509268,"('2011-06-09', 43)",136,1.217592593,526,432,0,4206.5,9252.764493,100553,0,120.474616,120.474616,0.278876426,0.229039194,120.474616,1
1D2kp4eyo3QT8m2X3BEJZm2uXvHtqxQuD6,3461741,"('2011-05-24', 6)",22,1.090909091,24,22,67,736,4488.789474,39636,94,28.66,28.66,1.302727273,1.194166667,28.66,0
1DGFtv9nY42GUtuqnsUuA4o1vfyy1K8BD7,101480563,"('2013-08-18', 3)",137,8.294117647,141,17,67,104884.5,376700.3333,2938688,6640,4.85788566,4.85788566,0.28575798,0.03445309,4.85788566,0
156inyc5idfHPPd8QksKFmmQK934AKhNca,3023048,"('2011-06-01', 7)",29,75,75,1,55,2393,2393,2393,2393,8.73,19.19,8.73,0.255866667,19.19,0
1D3hzQnKeQuKoHZ7vZPu8bygiRRMvfhSow,4360697,"('2011-01-21', 18)",40,2.337662338,180,77,62,4359,12111.09211,281525,0,739.44,739.44,9.602467532,4.107722222,739.39,0
1HoAqFV4LDxXoSJF68nsEKamc8kdMpex3E,189717787,"('2011-06-09', 8)",52,2.230769231,58,26,67,141774,344480.125,1389922,1336,245.15345,245.15345,9.428978846,4.226783621,245.15345,0
1KyrfF9T2CoHQgrZ7wQ3fuUJyH6L328bsm,3668327,"('2011-03-17', 18)",24,14.85714286,104,7,67,35609.5,85431.83333,333183,2279,87.42,87.42,12.48857143,0.840576923,87.42,0
1Bsu1Au1U5FHHvxqYfQiYJkRshPYpr522i,103562155,"('2011-06-19', 4)",22,1.055555556,19,18,67,34334.5,45253.35714,259764,0,24.58,24.58001,1.365555556,1.293684737,24.58001,0
18M2JotYqk8kLhDPMJTtSFWhsB4Zu9xkYG,3368075,"('2011-05-23', 8)",29,4.636363636,51,11,66,11900.5,19242,55057,501,3.97,3.97,0.360909091,0.077843137,3.97,0
1QKMyCRGHNTXLxtvqJBwVLdfVNbH8TGfNP,171671335,"('2014-03-12', 2)",66,16.5,66,4,68,151453,186812.6667,264659,144326,242832.6,0.1741029,0.006070815,0.002637923,0.1741029,0
1P4y3HKKF5deh4rUBUAq6j4qjuqQhC9J7t,25835028,"('2011-03-25', 12)",291,1.497991968,373,249,67,8942,19121.28821,124923,0,569.574976,569.574976,2.287449703,1.527010659,569.5749759,0
1CJvgX5gssmepz4jVWKSHCy4UnUfDDuoA2,8297134,"('2011-05-25', 3)",28,3.222222222,29,9,58,25767,104723.1667,488009,4396,196.73,196.73,21.85888889,6.783793103,196.73,0
1GjP4Sdmfz9K2quG7krpoMnoYPAS2Cf8Ha,192417095,"('2012-08-06', 2)",77,25.33333333,76,3,67,2562,2562,2562,2562,12.79,12.79,4.263333333,0.168289474,12.79,0
14ft2x7A3vDQ6Q45mg4umCvRuqFx6QfZv1,2878710,"('2011-06-16', 50)",13,1.107142857,93,84,67,0,5682.09434,46565,0,8.89,8.89,0.105833333,0.095591398,8.89,0
1BgX9hDU3sCEzNbuHfN5VoefZz9P82LosS,456591,"('2011-01-28', 28)",6,2.727272727,30,11,67,2534,9663.857143,44115,647,1253.43,1253.43,113.9481818,41.781,1253.43,0
19xzbXmr5jnNq75QtqPDTDWNZsKiq5RjH9,61217893,"('2011-06-04', 3)",26,5.833333333,35,6,67,89262,99052.8,278044,1123,5.44,5.44,0.906666667,0.155428571,5.44,0
1FxYNbTbUfmGhF39rHZFPMPKuBQcDeZbY5,6957044,"('2011-05-29', 4)",27,1.043478261,24,23,67,17096,39602.90476,175537,0,118.37,118.37,5.146521739,4.932083333,118.37,0
1Hv1i7ZYxs3DBENBZqPpkAwx1rrywLcNxM,1747059,"('2011-04-27', 9)",10,8.666666667,26,3,60,45013,45013,45013,45013,21.65,21.65,7.216666667,0.832692308,21.65,0
18VQkuHbXNBfpVLtQWmfgpvqyVVdW6uiEG,15180528,"('2011-10-29', 1)",44,43,43,1,33,85083,85083,85083,85083,1,45.32,1,1.053953488,45.32,0
1DRs6msQq5PZs4XD3VU5aVGb5vvtEeevnH,18640722,"('2011-03-28', 10)",14,1,15,15,67,15224,67574,268967,103,1.65,1.65,0.11,0.11,1.65,0
15u5DArn7HVG3e4r89nJ5gnr7R8PDSETm9,33614634,"('2011-04-20', 10)",35,2.666666667,40,15,67,80269,304136.75,1555879,15331,160.4,160.4,10.69333333,4.01,160.4,0
1z6JZiPJVQYa8JVQcQZmeHCtCeocfyDmx,1312460,"('2011-05-01', 4)",13,1.363636364,15,11,67,1221.5,1861.1,7645,424,79.19,79.19,7.199090909,5.279333333,79.19,0
16NsFTH1jYxHjNrHQ5aBGspxpgxSohccL5,73837666,"('2011-05-24', 3)",27,17,34,2,61,517200,517200,517200,517200,236.348169,236.348169,118.1740845,6.951416736,236.348169,0
1BLdV3hmCTMqcxGbEtND61fQ5jGnepdteY,1239724,"('2011-06-03', 6)",14,1,20,20,67,39309,34406.85714,59596,2386,6.65,6.65,0.3325,0.3325,6.65,0
1LDhtux4ZDk9pwdTGaJBjrNDXDJwkJUyTt,9938824,"('2011-08-08', 2)",91,45.5,91,2,55,630,630,630,630,28.08,28.08,14.04,0.308571429,28.08,0
1DFBhre5ha5FrjoFddGSEXW9aD1rZKmS4a,1623475,"('2011-06-02', 4)",17,1,19,19,67,13212.5,30398,118229,2790,8.95,8.95,0.471052632,0.471052632,8.95,0
1KNZDbqfHLD5EkN3nTXmLPgDci4zjXKJak,1995458,"('2011-06-02', 5)",15,1.0625,17,16,67,25556,25173,95843,2041,77.46,77.46,4.84125,4.556470588,77.46,0
1Ay4Xx721dWPosk5APSr4N8JFitjcKy7qd,8570986,"('2011-06-12', 3)",43,5.1,51,10,67,47633.5,204463.1667,1022993,4769,153.0202,153.0202,15.30202,3.000396078,153.0202,0
1y3y3BY96zk7hLc4Y4UGpcVbwrBg66wN4,6846424,"('2011-06-08', 4)",50,12.4,62,5,65,70231,60943.2,118943,3776,19.81,24.48,3.962,0.39483871,24.48,0
15ebPYBixt8C45QeHAZKxYh6g5uPmcqwRb,3090088,"('2011-03-04', 21)",8,1.411764706,24,17,67,3376,200160.4286,1379505,1206,1929.78,1929.78,113.5164706,80.4075,1929.78,0
1ER4FZ6Gcb9pahcjKi6xfw96DsM6eFZY8B,5282460,"('2011-06-11', 2)",24,7.666666667,23,3,62,32531.5,32531.5,60757,4306,16.68,16.68,5.56,0.725217391,16.68,0
17uammXedNv5mvFwyuBGCcvJAdnZV5X29G,10021222,"('2011-06-04', 6)",49,1.4,63,45,67,19032,33754.61905,171377,414,59.908,59.908,1.331288889,0.950920635,59.908,0
1Fxb1jX88fF9By5siv8PRuFas8sTE2w6BS,6943393,"('2011-04-29', 4)",36,1.692307692,44,26,67,20030,59318,419020,2636,117.79,117.79,4.530384615,2.677045455,117.79,0
12f5GLvyVm2PMKwLh9DLaJ3QCDPKPQ9GhR,96205542,"('2013-03-15', 5)",46,2.315789474,44,19,67,0,1245846.333,8440420,0,3.16152208,3.16157211,0.166395899,0.071853912,3.16157211,0
1HYFVL3XAq6rpd53kJoQ85E2TGyAaxyQQ1,3000728,"('2011-06-01', 11)",14,1.357142857,19,14,66,3421,35060.22222,161755,362,3.4125,3.4125,0.24375,0.179605263,3.4125,0
12BophTSQvULvhba83Ms256A9a2oCRGnKe,72653375,"('2011-05-26', 5)",127,3.031746032,191,63,67,5828.5,59356.08621,2628314,155,363.65,363.650001,5.772222222,1.903926707,363.650001,0
1FNAMMCxVLPHpN33GrwzN1yJfwNDRDi654,1184484,"('2011-05-20', 5)",15,14.5,29,2,39,12147,12147,21300,2994,18.85,18.86,9.425,0.650344828,18.86,0
1CdqHKgWNDiMt558YBApCEqu4vm8UH79Fk,59981761,"('2011-05-23', 8)",33,15.4,77,5,66,272260.5,272260.5,280772,263749,2.41314615,2.41314615,0.48262923,0.03133956,2.41314615,0
14cZ2uLgaLzQXpyXSRMNdLrBAPcfV6vSV9,105321089,"('2011-06-14', 9)",679,4.757062147,842,177,67,32334,52145.90323,1895459,299,2296.265193,2296.265193,12.97324968,2.727155811,2296.265193,0
13rn5fAMdbMTt6pMt9X4YX81BXsoJZqQ2Z,185181367,"('2011-05-25', 3)",30,3.375,27,8,54,51350,2311757.2,11394000,7904,21.99743712,25.08743714,2.74967964,0.929164339,25.08743714,0
13yAsJWRhc38PL6HhPM1RV1sTc4c4bLYap,15783101,"('2011-05-15', 5)",24,1,19,19,67,14755.5,237502.75,2098124,2083,189.1,189.1,9.952631579,9.952631579,189.1,0
1D848AT7yKmxJLFivssYjRamJoSECxTj4T,203812602,"('2011-05-24', 2)",39,2.333333333,28,12,66,35041.5,35041.5,50199,19884,35.9,51.93,2.991666667,1.854642857,51.93,0
17UNJtE4Ynbgw2WaXPxHzUXGAuRqoa5Rgk,37203629,"('2011-06-09', 2)",30,2.25,27,12,67,68522.5,114374.625,446793,2524,49.59,49.59,4.1325,1.836666667,49.59,0
19YmMJ33gHRPQSbsVhw5jyLMccfTddCwNf,17052321,"('2011-05-03', 4)",40,1,32,32,67,29377,47250.27586,148546,2797,33.42,33.42,1.044375,1.044375,33.42,0
1Po8JzgdmioAHa8d9Xg2zi9oUYSNXiZfGx,76279,"('2010-10-02', 32)",1,1.133333333,17,15,66,1004,1004,1004,1004,220.21,220.21,14.68066667,12.95352941,220.21,0
15PMRvccYofjQsLJY1hsATPuftHTdex9UF,80143121,"('2011-05-31', 4)",36,1.695652174,39,23,67,6339,72253.43478,1306782,0,184.26,184.27,8.011304348,4.724871795,184.27,0
1GTsf1Mj7UsNjThXm1Zz8qqQtj2e2hNEq1,182203179,"('2012-03-06', 2)",100,9.6,96,10,67,1477420,1737065.714,3282819,990942,383.0702315,383.0702315,38.30702315,3.990314911,383.0702315,0
17542EzrtYXKk8K7ttXkDmZLqSUZSmkVrE,2061190,"('2011-06-08', 10)",21,1.048780488,43,41,67,7760.5,13706.53571,62636,0,47.37,47.37,1.155365854,1.101627907,47.37,0
1BFauRrihVetoBGvU78hbCCN7Z3VfBpiqf,2180712,"('2011-04-12', 4)",26,33.5,67,2,64,30269,30269,48612,11926,64.07,77.42,32.035,1.155522388,77.42,0
1DuPxnSPMYeyciGEDTCgPwsu3uRqBqyZJ5,122438865,"('2013-05-29', 2)",81,4.733333333,71,15,67,261724,2864161.333,22483410,14729,50.38049144,50.38049144,3.358699429,0.709584386,50.38049144,0
1339LtiM9q8KtDRX3D7ekLyvaqaDeZuQY5,3883237,"('2011-06-24', 4)",17,1.2,18,15,67,25702.5,36244.08333,105200,3027,2.56,2.56,0.170666667,0.142222222,2.56,0
1AB3PgTivdakj8NtoUQEUaVAkCDZH8DhSo,25042553,"('2011-12-19', 2)",116,4.545454545,100,22,67,67521,79889.53846,125463,35830,33.65,33.65,1.529545455,0.3365,33.65,0
164JUZ9uAeUR677bVTYX21adaRESJPvzMR,42513813,"('2011-05-29', 4)",41,3.416666667,41,12,67,123166,920546.2222,3951867,4688,85.553089,85.553089,7.129424083,2.086660707,85.553089,0
1Q25azkCf1nuhHvyBx1BJNXSpidjhTUF4S,68081036,"('2011-02-17', 3)",56,12.33333333,74,6,67,25047,53528.5,146981,17039,400.24,400.24,66.70666667,5.408648649,400.24,0
1BffBE8CLoG9XiPUPAgWM6Z8inYFCkceEX,32253370,"('2011-05-25', 5)",75,1.944444444,70,36,67,33664,175576.5806,994002,387,156.7476483,156.7476483,4.354101341,2.239252118,156.7476483,0
1Eoso3EX675SYeKSNK9hXxBoLo8CfqsjwL,7160589,"('2011-04-13', 8)",82,8,208,26,67,10699,18512.16,64134,2641,319.16,319.16,12.27538462,1.534423077,319.16,0
1E3gMguhtbdkcZfaDWWjvAraHrrtowUeG8,18882324,"('2011-05-23', 8)",50,34,136,4,65,9910,9910,18976,844,3.2340256,3.2340256,0.8085064,0.0237796,3.2340256,0
1M8sdwWZGb3NhKAvTGaVVQnDBqAVb5EHQ4,171222014,"('2011-06-19', 6)",54,4.875,78,16,67,228813,12574145.6,62123282,50372,15.115859,15.115859,0.944741188,0.193793064,15.115859,0
1J1ciiq8RdMgCGwCcVdTNkbdfpynN6Eza2,10072899,"('2011-02-21', 3)",30,11.33333333,34,3,17,263010,263010,517572,8448,1700.61,1700.61,566.87,50.01794118,1700.61,0
1AionCF4SHwJWp4NoFWdshuZAFXCkNJuon,218389482,"('2011-01-30', 14)",582,7.663461538,797,104,67,20600.5,128732.4,10067598,0,2734.141916,2734.141916,26.28982611,3.430541927,2734.141916,0
18dkCzuK9nwnDjVsAeD4HeSoq8eVPSQGpK,49120971,"('2012-08-23', 3)",129,1.98,99,50,67,113490,427593.2439,11076792,6887,146.62075,146.62075,2.932415,1.481017677,146.62075,0
1DYrzn2X2hG4kejt1ANKwVmCVszvYnLUq8,38445075,"('2011-06-03', 3)",24,4,24,6,66,102075.5,119177.25,272558,0,14.61796034,14.61796034,2.436326723,0.609081681,14.61796034,0
149uLD8uGsNbSBJ42PR9RDVwY4mqt6t5tc,2254922,"('2011-06-09', 4)",21,2,28,14,63,3326,5686.384615,26065,342,15.56,15.56,1.111428571,0.555714286,15.56,0
1NDGKwfjkLGDfXoU3HqWK5yMgkYHxomQdj,8730574,"('2011-07-10', 5)",45,1.2,48,40,67,8673.5,27093.02941,134015,642,29.58,29.58,0.7395,0.61625,29.58,0
1HjyXAiKf6ChgFwhB1MnX7PCWZennVEh3q,1462357,"('2011-05-29', 4)",14,1.5,18,12,67,6448,19971,86860,0,13.03,13.03,1.085833333,0.723888889,13.03,0
1KdmkaR4YcDdi5EtahiU5sxGw9wZrPxpet,9007356,"('2011-06-11', 6)",43,1.282051282,50,39,67,17460,27749.94286,107817,939,46.21,46.21,1.184871795,0.9242,46.21,0
19Nzg21hQQDAY5GTdTTuUVPA4MaE7AusXz,86869919,"('2013-05-11', 7)",31,2.916666667,35,12,67,1946,1946,1946,1946,1852.62,1852.62,154.385,52.932,1852.62,0
1BcFcGRMt9eusNTgRsuKsLdLFmFiMoriFW,162781339,"('2012-08-11', 6)",502,2.950819672,540,183,67,25140.5,86715.06395,4753254,285,1436.79062,1436.790823,7.851314863,2.660723746,1436.790823,0
142RbQe7qdAqG64UjzVbeVwJPiJ12D4Sak,2697757,"('2011-06-04', 4)",26,1.033333333,31,30,67,13227,16912.48276,76510,1392,129.64,129.64,4.321333333,4.181935484,129.64,0
1M18ECGWdGgWUmkDRetwxtJ1KngGbnkUoa,9397105,"('2011-05-03', 4)",40,1,36,36,67,36190.5,125162.6364,1448502,4679,3.77,3.77,0.104722222,0.104722222,3.77,0
1Q2tVXp2DEgZ3tbXhqA5L8oRLDN4crpsfx,2381682,"('2011-06-12', 32)",28,1.168,146,125,67,5484,8899.333333,36910,0,156.36,156.36,1.25088,1.070958904,156.36,0
1DPesjtQPqDsyyrgse8LsWUDvgSZGYU7CG,187559982,"('2011-05-07', 4)",162,6.351351351,235,37,67,36118,321936.3,2520612,1651,1229.095265,1229.786028,33.21879094,5.233132034,1229.786028,0
19vqPt8qFFPEnBGbxdMHyqDZYWnw54pnsz,7940004,"('2011-05-24', 4)",18,2.2,22,10,65,10601,66750.71429,376772,701,115.33,115.33,11.533,5.242272727,115.33,0
1AmHZYzz5v9FZeSSAD9cjHUPp7KJ1RoQRv,72401106,"('2013-03-09', 2)",28,3.125,25,8,65,5588,32044.33333,90302,243,115.8145359,115.8145359,14.47681699,4.632581436,115.8145359,0
1JHW3J3fi3QaGmJ56F1cGaYWro5Uyvz7LR,209281071,"('2011-06-09', 4)",30,3,30,10,62,35841,36921.33333,58720,16203,27.438,27.438,2.7438,0.9146,27.438,0
15HHtQAEf52MRcPHK7uE5Nith5bAQYioEA,1688225,"('2011-04-26', 15)",15,1.096774194,34,31,67,3678.5,14527.03846,94641,466,26.81,26.81,0.86483871,0.788529412,26.81,0
167WX6Wpc7ADCSAiDi7ApgBAo2kB4jxH92,20179530,"('2011-07-26', 10)",36,1.216216216,45,37,67,10274,32675.71429,202273,227,18.45,18.45,0.498648649,0.41,18.45,0
19L4pLuT8WxfSW1MfFku6bXs4TzzxKBWMF,4671588,"('2011-06-15', 16)",40,6.285714286,88,14,67,18836,46401.53846,255899,862,32.64724989,32.64724989,2.331946421,0.370991476,32.64724989,0
17PSyYGLGQj7okX3Aj6cWDXRoxqwD4cByA,15638302,"('2011-02-16', 17)",78,25.94736842,493,19,67,13093,13093,19669,6517,100.65,100.65,5.297368421,0.204158215,100.65,0
1NrCdHAMpgdEN7G3THDbSHbb4DXMiemyqT,72052938,"('2011-07-28', 3)",84,1.642857143,69,42,67,66184,540759.7353,8663973,676,42.36751365,42.36751365,1.008750325,0.614021937,42.36751365,0
19gkSkPWCzSvJFBnfqARwpjrpZEn9EqR57,27282686,"('2011-06-08', 10)",56,2.481481481,67,27,67,100197,231644.8947,1118353,0,1155.391613,1155.391613,42.79228197,17.24465094,1155.391613,0
19Xg58ZvRPi42QnDkDfQYyNUQ3d7SZrtug,150457282,"('2011-05-27', 4)",22,1.9,19,10,67,171952,768773.5,2728450,2740,10.27969505,10.60969505,1.027969505,0.558405003,10.60969505,0
1MAfqHfh9FQ8YjK4sfUsKAmQ1NKNixvhKT,81535824,"('2011-06-15', 5)",58,5.058823529,86,17,67,75181.5,151645.3,781432,1881,38.40257711,38.40257711,2.258975124,0.446541594,38.40257711,0
1D7Q1bUUqAsCt84DfhjcQWmvhXiyW92Pto,75858714,"('2011-06-04', 4)",83,3.384615385,88,26,67,7906,293889.76,6207887,146,186.9925766,186.9925766,7.192022177,2.124915643,186.9925766,0
1Pyr68X9TaTmSrN7F8C5gwCyAhAuzQ6axc,4475309,"('2011-06-30', 3)",24,2.181818182,24,11,66,5804.5,25804.7,95455,717,14.06,14.06,1.278181818,0.585833333,14.06,0
1BLv1QLEYw2LgbQD957ebX4XHrk6CRNLSF,20036932,"('2011-06-14', 15)",71,1.12804878,185,164,67,6916,12229.29752,109833,62,18.07,18.07,0.110182927,0.097675676,18.07,0
1KjWqdFeZqACu4jRPHnHurjFf4joxkD2Bk,112675643,"('2013-04-11', 5)",149,2.760869565,127,46,67,207433,310324.7917,2336489,339,144.7633314,144.7633314,3.147028943,1.139868751,144.7633314,0
14VDU2DjcuSrHCz6Gk3Vi8pqqeN68ToUvK,921957,"('2011-05-02', 9)",5,1.888888889,17,9,61,3421,17639,48893,603,527.3,527.3,58.58888889,31.01764706,527.3,0
1GmYkYR8ZEhQyZ1vjp1QenjaeJ4tZKQ2N3,37241900,"('2011-05-26', 8)",51,4.037037037,109,27,67,7801,22867.19048,272689,0,171.0518527,171.0518527,6.335253804,1.569283052,171.0518527,0
1JqYjKdgkiD5otmHQFdQV82bcP6D41ey2a,207089781,"('2012-09-06', 2)",54,3.833333333,46,12,67,303785.5,830882.875,3551923,7357,40.096603,41.10138839,3.341383583,0.893508443,41.10138839,0
1CpoKTi98EzMMB8q8v5hxz16Mip8tgXNac,20595852,"('2011-07-23', 5)",23,1.043478261,24,23,67,14393.5,21074.3125,57761,1034,63.52011,63.52011,2.761743913,2.64667125,63.52011,0
1HHGrjKFVTQogUNuisR1zmTa8uqY6JtYZc,205658972,"('2017-08-18', 3)",43,6,42,7,65,72620636,72620636,72620636,72620636,31.3,31.30000002,4.471428571,0.745238096,31.30000002,0
1E8TBaY3ss9Cwsrh1mo8QmCWjbwsDyNxnW,6256304,"('2011-06-23', 5)",18,7,28,4,67,350318,305542.6667,551669,14641,112.54,112.54,28.135,4.019285714,112.54,0
1JhuzfThsBzTAiZumaBJM9fGzUbpkRtxHr,183906082,"('2012-10-30', 18)",14,54,108,2,66,1984441,1984441,1984441,1984441,627246.1,627246.1,0.031362305,0.000580783,0.06272461,0
13Z5p1mhcy1geWSGWR6mLrczHuJ9fT2zN7,230672097,"('2011-06-14', 5)",108,11,110,10,63,385419.5,385419.5,762248,8591,53.41675373,53.41675373,5.341675373,0.485606852,53.41675373,0
1DxhzsVbxhXuk3KRPGNSxy4koN7GdZGPD7,7025832,"('2011-05-14', 9)",27,9.5,57,6,67,43359,50251.6,85736,6282,9.49478592,9.49478592,1.58246432,0.166575192,9.49478592,0
13SecR7EGTXQ4LHGWvYhbAEUbMnFpyMWHG,13513919,"('2011-01-14', 17)",35,22.08333333,265,12,67,4536.5,4373.4,9129,0,356.9,356.9,29.74166667,1.346792453,356.9,0
1MHctKnJSdfcnEpqQRZtEHaW8ZPfFuxnkJ,27737299,"('2011-06-03', 8)",37,6.1875,99,16,67,32781,331993,948265,14933,95.10790476,95.10790476,5.944244048,0.960685907,95.10790476,0
1M8vkQMBwBKmbTZmAk34zCnpwF38qfjydZ,28424006,"('2011-06-09', 6)",46,18.66666667,112,6,65,121203,1084899,3124217,9277,8.17769795,8.17769795,1.362949658,0.07301516,8.17769795,0
1xfPxLcVuK3VrgVCMzhyGYQRaFzcMiFu5,32235042,"('2011-06-20', 3)",30,11,33,3,58,223614,223614,223614,223614,24.86155956,24.86155956,8.28718652,0.753380593,24.86155956,0
168VYcKkJ2yc1GwjD9H3vtJh6aufYq5KwK,80652206,"('2011-05-22', 6)",26,12.6,63,5,62,75062043,75062043,75062043,75062043,8.63147849,8.63147849,1.597674032,0.126799526,7.98837016,0
1fysVa1MYc3Q5tThAgQ4avM3vnxT4y1xc,12867741,"('2011-06-06', 3)",35,8.5,34,4,67,423792.5,423792.5,834102,13483,60.62,60.62,15.155,1.782941176,60.62,0
1K1Nj263njNwJZ4whnRTj6aYZ7Vj4QJbgW,213586877,"('2011-07-24', 4)",125,3.677419355,114,31,67,47011,715614.9655,19092159,3690,227.9279465,228.4379465,7.352514405,2.003841636,228.4379465,0
184Sd7g6VehYP5a2L6snGcUVTSpafj93MX,2862920,"('2011-05-16', 6)",22,2.307692308,30,13,67,7736,94490.42857,275242,4913,17.71,17.71,1.362307692,0.590333333,17.71,0
17EuVMv7UbpsMTaQFw79mWnABGYuAbYgaE,7882036,"('2011-04-12', 3)",33,1,21,21,67,124632.5,138854.625,344051,7205,480.58,480.58,22.8847619,22.8847619,480.58,0
1KicjS7yNWrCUZDfKVEUxs9p9TkvpT5uGB,198312696,"('2011-06-22', 4)",126,3.117647059,106,34,68,138292,430367.8636,2621304,5518,780.9188158,780.9188158,22.96820046,7.36715864,780.9188158,0
